Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,LeBron James (11675694),LeBron James,11675694,SF/PF/F/UTIL,11600,LAL@CLE 11/21/2018 08:00PM ET,LAL,53.92
PF/C,Anthony Davis (11675698),Anthony Davis,11675698,PF/C/F/UTIL,11400,NO@PHI 11/21/2018 07:00PM ET,NO,59.04
SF/PF,Giannis Antetokounmpo (11675702),Giannis Antetokounmpo,11675702,SF/PF/F/UTIL,11200,POR@MIL 11/21/2018 08:00PM ET,MIL,54.67
PG/SG,James Harden (11675706),James Harden,11675706,PG/SG/G/UTIL,10900,DET@HOU 11/21/2018 08:00PM ET,HOU,51.27
C,Joel Embiid (11675710),Joel Embiid,11675710,C/UTIL,10800,NO@PHI 11/21/2018 07:00PM ET,PHI,55.67
PG,Russell Westbrook (11675712),Russell Westbrook,11675712,PG/G/UTIL,10700,OKC@GS 11/21/2018 10:30PM ET,OKC,52.78
SF/PF,Kevin Durant (11675715),Kevin Durant,11675715,SF/PF/F/UTIL,10600,OKC@GS 11/21/2018 10:30PM ET,GS,48.57
PG,Kemba Walker (11675719),Kemba Walker,11675719,PG/G/UTIL,9800,IND@CHA 11/21/2018 07:00PM ET,CHA,47.86
C,Nikola Jokic (11675722),Nikola Jokic,11675722,C/UTIL,9700,DEN@MIN 11/21/2018 08:00PM ET,DEN,45.24
PG/SG,Stephen Curry (11675733),Stephen Curry,11675733,PG/SG/G/UTIL,9500,OKC@GS 11/21/2018 10:30PM ET,GS,48.62
PF/C,Blake Griffin (11675729),Blake Griffin,11675729,PF/C/F/UTIL,9500,DET@HOU 11/21/2018 08:00PM ET,DET,47.89
SG/SF,Kawhi Leonard (11675724),Kawhi Leonard,11675724,SG/SF/F/G/UTIL,9500,TOR@ATL 11/21/2018 07:30PM ET,TOR,44.65
C,Andre Drummond (11675737),Andre Drummond,11675737,C/UTIL,9400,DET@HOU 11/21/2018 08:00PM ET,DET,47.34
PG,Damian Lillard (11675739),Damian Lillard,11675739,PG/G/UTIL,9200,POR@MIL 11/21/2018 08:00PM ET,POR,44.67
PG/SG,Victor Oladipo (11675742),Victor Oladipo,11675742,PG/SG/G/UTIL,9100,IND@CHA 11/21/2018 07:00PM ET,IND,41.31
PG,Kyrie Irving (11675746),Kyrie Irving,11675746,PG/G/UTIL,9000,NY@BOS 11/21/2018 07:30PM ET,BOS,42.22
SF/PF,Paul George (11675749),Paul George,11675749,SF/PF/F/UTIL,8900,OKC@GS 11/21/2018 10:30PM ET,OKC,47.41
C,Karl-Anthony Towns (11675753),Karl-Anthony Towns,11675753,C/UTIL,8800,DEN@MIN 11/21/2018 08:00PM ET,MIN,43.78
PG/SG,Devin Booker (11675755),Devin Booker,11675755,PG/SG/G/UTIL,8700,PHO@CHI 11/21/2018 08:00PM ET,PHO,41.02
PG/SF,Ben Simmons (11675759),Ben Simmons,11675759,PG/SF/F/G/UTIL,8600,NO@PHI 11/21/2018 07:00PM ET,PHI,41.97
SG/SF,DeMar DeRozan (11675764),DeMar DeRozan,11675764,SG/SF/F/G/UTIL,8400,MEM@SA 11/21/2018 08:30PM ET,SA,44.22
PG,Chris Paul (11675769),Chris Paul,11675769,PG/G/UTIL,8300,DET@HOU 11/21/2018 08:00PM ET,HOU,40.77
PG,Kyle Lowry (11675772),Kyle Lowry,11675772,PG/G/UTIL,8200,TOR@ATL 11/21/2018 07:30PM ET,TOR,40.29
PG/SG,Jrue Holiday (11675775),Jrue Holiday,11675775,PG/SG/G/UTIL,8100,NO@PHI 11/21/2018 07:00PM ET,NO,43
PF/C,Kevin Love (11675779),Kevin Love,11675779,PF/C/F/UTIL,8000,LAL@CLE 11/21/2018 08:00PM ET,CLE,42.88
PG/SG,Zach LaVine (11675783),Zach LaVine,11675783,PG/SG/G/UTIL,7900,PHO@CHI 11/21/2018 08:00PM ET,CHI,40.70
C,Rudy Gobert (11675789),Rudy Gobert,11675789,C/UTIL,7800,SAC@UTA 11/21/2018 09:00PM ET,UTA,39.68
C,Marc Gasol (11675787),Marc Gasol,11675787,C/UTIL,7800,MEM@SA 11/21/2018 08:30PM ET,MEM,41
PF/C,LaMarcus Aldridge (11675791),LaMarcus Aldridge,11675791,PF/C/F/UTIL,7700,MEM@SA 11/21/2018 08:30PM ET,SA,37.78
C,Clint Capela (11675795),Clint Capela,11675795,C/UTIL,7600,DET@HOU 11/21/2018 08:00PM ET,HOU,37.27
PG,Mike Conley (11675797),Mike Conley,11675797,PG/G/UTIL,7500,MEM@SA 11/21/2018 08:30PM ET,MEM,35.27
C,Steven Adams (11675800),Steven Adams,11675800,C/UTIL,7400,OKC@GS 11/21/2018 10:30PM ET,OKC,36.17
PF/C,Draymond Green (11675807),Draymond Green,11675807,PF/C/F/UTIL,7300,OKC@GS 11/21/2018 10:30PM ET,GS,31.12
SG/SF,Tim Hardaway Jr. (11675802),Tim Hardaway Jr.,11675802,SG/SF/F/G/UTIL,7300,NY@BOS 11/21/2018 07:30PM ET,NY,35.69
PG/SG,Donovan Mitchell (11675811),Donovan Mitchell,11675811,PG/SG/G/UTIL,7200,SAC@UTA 11/21/2018 09:00PM ET,UTA,33.82
PG/SG,D'Angelo Russell (11675815),D'Angelo Russell,11675815,PG/SG/G/UTIL,7200,BKN@DAL 11/21/2018 08:30PM ET,BKN,32.93
C,DeAndre Jordan (11675824),DeAndre Jordan,11675824,C/UTIL,7100,BKN@DAL 11/21/2018 08:30PM ET,DAL,34.78
SG/SF,Jimmy Butler (11675819),Jimmy Butler,11675819,SG/SF/F/G/UTIL,7100,NO@PHI 11/21/2018 07:00PM ET,PHI,38.16
SG/SF,Khris Middleton (11675830),Khris Middleton,11675830,SG/SF/F/G/UTIL,7000,POR@MIL 11/21/2018 08:00PM ET,MIL,36.06
PF/C,Julius Randle (11675826),Julius Randle,11675826,PF/C/F/UTIL,7000,NO@PHI 11/21/2018 07:00PM ET,NO,34.81
C,Deandre Ayton (11675835),Deandre Ayton,11675835,C/UTIL,6900,PHO@CHI 11/21/2018 08:00PM ET,PHO,35.78
SF/PF,Nikola Mirotic (11675837),Nikola Mirotic,11675837,SF/PF/F/UTIL,6900,NO@PHI 11/21/2018 07:00PM ET,NO,39.2
PG/SG,Jamal Murray (11675844),Jamal Murray,11675844,PG/SG/G/UTIL,6800,DEN@MIN 11/21/2018 08:00PM ET,DEN,31.07
PG,Luka Doncic (11675841),Luka Doncic,11675841,PG/G/UTIL,6800,BKN@DAL 11/21/2018 08:30PM ET,DAL,35.52
SF/PF,T.J. Warren (11675848),T.J. Warren,11675848,SF/PF/F/UTIL,6700,PHO@CHI 11/21/2018 08:00PM ET,PHO,28.85
PG/SG,Eric Bledsoe (11675852),Eric Bledsoe,11675852,PG/SG/G/UTIL,6700,POR@MIL 11/21/2018 08:00PM ET,MIL,33.72
C,Jusuf Nurkic (11675861),Jusuf Nurkic,11675861,C/UTIL,6700,POR@MIL 11/21/2018 08:00PM ET,POR,35.73
SG/SF,Andrew Wiggins (11675856),Andrew Wiggins,11675856,SG/SF/F/G/UTIL,6700,DEN@MIN 11/21/2018 08:00PM ET,MIN,30.92
SG,Klay Thompson (11675866),Klay Thompson,11675866,SG/G/UTIL,6600,OKC@GS 11/21/2018 10:30PM ET,GS,31.99
PG,Trae Young (11675863),Trae Young,11675863,PG/G/UTIL,6600,TOR@ATL 11/21/2018 07:30PM ET,ATL,34.03
PF,Pascal Siakam (11675869),Pascal Siakam,11675869,PF/F/UTIL,6600,TOR@ATL 11/21/2018 07:30PM ET,TOR,29.26
PF/C,Domantas Sabonis (11675872),Domantas Sabonis,11675872,PF/C/F/UTIL,6500,IND@CHA 11/21/2018 07:00PM ET,IND,32.62
PG,Ricky Rubio (11675876),Ricky Rubio,11675876,PG/G/UTIL,6500,SAC@UTA 11/21/2018 09:00PM ET,UTA,29.66
PG/SG,CJ McCollum (11675882),CJ McCollum,11675882,PG/SG/G/UTIL,6400,POR@MIL 11/21/2018 08:00PM ET,POR,31.44
PG,De'Aaron Fox (11675879),De'Aaron Fox,11675879,PG/G/UTIL,6400,SAC@UTA 11/21/2018 09:00PM ET,SAC,37.29
PG/SG,Derrick Rose (11675886),Derrick Rose,11675886,PG/SG/G/UTIL,6300,DEN@MIN 11/21/2018 08:00PM ET,MIN,32.13
PF/C,Serge Ibaka (11675890),Serge Ibaka,11675890,PF/C/F/UTIL,6300,TOR@ATL 11/21/2018 07:30PM ET,TOR,32.86
PG/SG,Dennis Schroder (11675894),Dennis Schroder,11675894,PG/SG/G/UTIL,6200,OKC@GS 11/21/2018 10:30PM ET,OKC,32.61
SF/PF,Jayson Tatum (11675898),Jayson Tatum,11675898,SF/PF/F/UTIL,6200,NY@BOS 11/21/2018 07:30PM ET,BOS,30.78
C,Enes Kanter (11675902),Enes Kanter,11675902,C/UTIL,6200,NY@BOS 11/21/2018 07:30PM ET,NY,34.63
PG,Jeff Teague (11675904),Jeff Teague,11675904,PG/G/UTIL,6100,DEN@MIN 11/21/2018 08:00PM ET,MIN,29.86
SF/PF,Jabari Parker (11675907),Jabari Parker,11675907,SF/PF/F/UTIL,6000,PHO@CHI 11/21/2018 08:00PM ET,CHI,27.41
PF/C,DeMarcus Cousins (11675911),DeMarcus Cousins,11675911,PF/C/F/UTIL,6000,OKC@GS 11/21/2018 10:30PM ET,GS,0
SF,Caris LeVert (11675915),Caris LeVert,11675915,SF/F/UTIL,6000,BKN@DAL 11/21/2018 08:30PM ET,BKN,32.04
SG/SF,Brandon Ingram (11675922),Brandon Ingram,11675922,SG/SF/F/G/UTIL,5900,LAL@CLE 11/21/2018 08:00PM ET,LAL,26.38
PF/C,Paul Millsap (11675931),Paul Millsap,11675931,PF/C/F/UTIL,5900,DEN@MIN 11/21/2018 08:00PM ET,DEN,28.24
PF/C,Al Horford (11675918),Al Horford,11675918,PF/C/F/UTIL,5900,NY@BOS 11/21/2018 07:30PM ET,BOS,29.24
PG/SG,Spencer Dinwiddie (11675927),Spencer Dinwiddie,11675927,PG/SG/G/UTIL,5900,BKN@DAL 11/21/2018 08:30PM ET,BKN,26.75
C,Tristan Thompson (11675938),Tristan Thompson,11675938,C/UTIL,5800,LAL@CLE 11/21/2018 08:00PM ET,CLE,28.47
SG,Gary Harris (11675935),Gary Harris,11675935,SG/G/UTIL,5800,DEN@MIN 11/21/2018 08:00PM ET,DEN,29.97
C,JaVale McGee (11675942),JaVale McGee,11675942,C/UTIL,5700,LAL@CLE 11/21/2018 08:00PM ET,LAL,29.70
C,Willie Cauley-Stein (11675940),Willie Cauley-Stein,11675940,C/UTIL,5700,SAC@UTA 11/21/2018 09:00PM ET,SAC,32.19
SF,Taurean Prince (11675944),Taurean Prince,11675944,SF/F/UTIL,5700,TOR@ATL 11/21/2018 07:30PM ET,ATL,29
PG,Lonzo Ball (11675950),Lonzo Ball,11675950,PG/G/UTIL,5600,LAL@CLE 11/21/2018 08:00PM ET,LAL,23.77
PF/C,Larry Nance Jr. (11675956),Larry Nance Jr.,11675956,PF/C/F/UTIL,5600,LAL@CLE 11/21/2018 08:00PM ET,CLE,22.54
SF/PF,Robert Covington (11675960),Robert Covington,11675960,SF/PF/F/UTIL,5600,DEN@MIN 11/21/2018 08:00PM ET,MIN,27.70
SG/SF,Buddy Hield (11675966),Buddy Hield,11675966,SG/SF/F/G/UTIL,5600,SAC@UTA 11/21/2018 09:00PM ET,SAC,32.54
PG,Dennis Smith Jr. (11675953),Dennis Smith Jr.,11675953,PG/G/UTIL,5600,BKN@DAL 11/21/2018 08:30PM ET,DAL,26.52
C,Jarrett Allen (11675964),Jarrett Allen,11675964,C/UTIL,5600,BKN@DAL 11/21/2018 08:30PM ET,BKN,30.52
C,Jonas Valanciunas (11675971),Jonas Valanciunas,11675971,C/UTIL,5600,TOR@ATL 11/21/2018 07:30PM ET,TOR,26.38
PF,Jaren Jackson Jr. (11675947),Jaren Jackson Jr.,11675947,PF/F/UTIL,5600,MEM@SA 11/21/2018 08:30PM ET,MEM,26.36
C,Wendell Carter Jr. (11675978),Wendell Carter Jr.,11675978,C/UTIL,5500,PHO@CHI 11/21/2018 08:00PM ET,CHI,28.74
PG/SG,Kris Dunn (11675985),Kris Dunn,11675985,PG/SG/G/UTIL,5500,PHO@CHI 11/21/2018 08:00PM ET,CHI,23
SG/SF,Gordon Hayward (11675980),Gordon Hayward,11675980,SG/SF/F/G/UTIL,5500,NY@BOS 11/21/2018 07:30PM ET,BOS,23.95
PG,Elfrid Payton (11675989),Elfrid Payton,11675989,PG/G/UTIL,5500,NO@PHI 11/21/2018 07:00PM ET,NO,26.12
PG,Collin Sexton (11676001),Collin Sexton,11676001,PG/G/UTIL,5400,LAL@CLE 11/21/2018 08:00PM ET,CLE,20.47
SG/SF,Tyreke Evans (11675992),Tyreke Evans,11675992,SG/SF/F/G/UTIL,5400,IND@CHA 11/21/2018 07:00PM ET,IND,21.06
SG/SF,Jeremy Lamb (11676004),Jeremy Lamb,11676004,SG/SF/F/G/UTIL,5400,IND@CHA 11/21/2018 07:00PM ET,CHA,25.91
SF/PF,Harrison Barnes (11675997),Harrison Barnes,11675997,SF/PF/F/UTIL,5400,BKN@DAL 11/21/2018 08:30PM ET,DAL,25.90
SG/SF,Kent Bazemore (11676009),Kent Bazemore,11676009,SG/SF/F/G/UTIL,5400,TOR@ATL 11/21/2018 07:30PM ET,ATL,27.24
C,Brook Lopez (11676014),Brook Lopez,11676014,C/UTIL,5300,POR@MIL 11/21/2018 08:00PM ET,MIL,23.92
C,Myles Turner (11676029),Myles Turner,11676029,C/UTIL,5300,IND@CHA 11/21/2018 07:00PM ET,IND,25.34
PG,Quinn Cook (11676031),Quinn Cook,11676031,PG/G/UTIL,5300,OKC@GS 11/21/2018 10:30PM ET,GS,17.38
SG/SF,Joe Ingles (11676016),Joe Ingles,11676016,SG/SF/F/G/UTIL,5300,SAC@UTA 11/21/2018 09:00PM ET,UTA,27.57
PG/SG,Reggie Jackson (11676025),Reggie Jackson,11676025,PG/SG/G/UTIL,5300,DET@HOU 11/21/2018 08:00PM ET,DET,25.79
SF/PF,Rudy Gay (11676021),Rudy Gay,11676021,SF/PF/F/UTIL,5300,MEM@SA 11/21/2018 08:30PM ET,SA,29.23
SF/PF,Kyle Kuzma (11676039),Kyle Kuzma,11676039,SF/PF/F/UTIL,5200,LAL@CLE 11/21/2018 08:00PM ET,LAL,27.19
PG/SG,Jordan Clarkson (11676043),Jordan Clarkson,11676043,PG/SG/G/UTIL,5200,LAL@CLE 11/21/2018 08:00PM ET,CLE,23.77
PG,Darren Collison (11676047),Darren Collison,11676047,PG/G/UTIL,5200,IND@CHA 11/21/2018 07:00PM ET,IND,21.32
SG/SF,JJ Redick (11676034),JJ Redick,11676034,SG/SF/F/G/UTIL,5200,NO@PHI 11/21/2018 07:00PM ET,PHI,27.51
SF/PF,Trevor Ariza (11676054),Trevor Ariza,11676054,SF/PF/F/UTIL,5100,PHO@CHI 11/21/2018 08:00PM ET,PHO,25.41
PF/C,Rondae Hollis-Jefferson (11676050),Rondae Hollis-Jefferson,11676050,PF/C/F/UTIL,5100,BKN@DAL 11/21/2018 08:30PM ET,BKN,20.62
PF,Lauri Markkanen (11676067),Lauri Markkanen,11676067,PF/F/UTIL,5000,PHO@CHI 11/21/2018 08:00PM ET,CHI,0
PG,Rajon Rondo (11676074),Rajon Rondo,11676074,PG/G/UTIL,5000,LAL@CLE 11/21/2018 08:00PM ET,LAL,25.86
SF/PF,Marcus Morris (11676063),Marcus Morris,11676063,SF/PF/F/UTIL,5000,NY@BOS 11/21/2018 07:30PM ET,BOS,24.86
SG/SF,E'Twaun Moore (11676058),E'Twaun Moore,11676058,SG/SF/F/G/UTIL,5000,NO@PHI 11/21/2018 07:00PM ET,NO,24.56
PG/SG,Malcolm Brogdon (11676077),Malcolm Brogdon,11676077,PG/SG/G/UTIL,4900,POR@MIL 11/21/2018 08:00PM ET,MIL,25.19
SG/SF,Wesley Matthews (11676085),Wesley Matthews,11676085,SG/SF/F/G/UTIL,4900,BKN@DAL 11/21/2018 08:30PM ET,DAL,25.92
PG/SG,Fred VanVleet (11676081),Fred VanVleet,11676081,PG/SG/G/UTIL,4900,TOR@ATL 11/21/2018 07:30PM ET,TOR,20.48
SG/SF,Bojan Bogdanovic (11676092),Bojan Bogdanovic,11676092,SG/SF/F/G/UTIL,4800,IND@CHA 11/21/2018 07:00PM ET,IND,23.53
SG/SF,Nicolas Batum (11676097),Nicolas Batum,11676097,SG/SF/F/G/UTIL,4800,IND@CHA 11/21/2018 07:00PM ET,CHA,24.94
C,John Collins (11676090),John Collins,11676090,C/UTIL,4800,TOR@ATL 11/21/2018 07:30PM ET,ATL,23.38
SF/PF,Juancho Hernangomez (11676102),Juancho Hernangomez,11676102,SF/PF/F/UTIL,4700,DEN@MIN 11/21/2018 08:00PM ET,DEN,18.22
SG/SF,Eric Gordon (11676106),Eric Gordon,11676106,SG/SF/F/G/UTIL,4700,DET@HOU 11/21/2018 08:00PM ET,HOU,23.56
SG/SF,Justin Holiday (11676114),Justin Holiday,11676114,SG/SF/F/G/UTIL,4600,PHO@CHI 11/21/2018 08:00PM ET,CHI,25.18
PF,Marvin Bagley III (11676111),Marvin Bagley III,11676111,PF/F/UTIL,4600,SAC@UTA 11/21/2018 09:00PM ET,SAC,23.53
SG/SF,Danny Green (11676119),Danny Green,11676119,SG/SF/F/G/UTIL,4600,TOR@ATL 11/21/2018 07:30PM ET,TOR,21.19
SF/PF,Al-Farouq Aminu (11676133),Al-Farouq Aminu,11676133,SF/PF/F/UTIL,4500,POR@MIL 11/21/2018 08:00PM ET,POR,23.62
PF/C,Derrick Favors (11676124),Derrick Favors,11676124,PF/C/F/UTIL,4500,SAC@UTA 11/21/2018 09:00PM ET,UTA,24.56
PG/SF,Kyle Anderson (11676128),Kyle Anderson,11676128,PG/SF/F/G/UTIL,4500,MEM@SA 11/21/2018 08:30PM ET,MEM,21.23
SG/SF,Rodney Hood (11676150),Rodney Hood,11676150,SG/SF/F/G/UTIL,4400,LAL@CLE 11/21/2018 08:00PM ET,CLE,21.3
PF,Taj Gibson (11676155),Taj Gibson,11676155,PF/F/UTIL,4400,DEN@MIN 11/21/2018 08:00PM ET,MIN,25.12
SF/PF,Jerami Grant (11676137),Jerami Grant,11676137,SF/PF/F/UTIL,4400,OKC@GS 11/21/2018 10:30PM ET,OKC,23.28
SF/PF,Jae Crowder (11676146),Jae Crowder,11676146,SF/PF/F/UTIL,4400,SAC@UTA 11/21/2018 09:00PM ET,UTA,24.44
SG/SF,Joe Harris (11676141),Joe Harris,11676141,SG/SF/F/G/UTIL,4400,BKN@DAL 11/21/2018 08:30PM ET,BKN,22.87
PG/SG,J.J. Barea (11676158),J.J. Barea,11676158,PG/SG/G/UTIL,4400,BKN@DAL 11/21/2018 08:30PM ET,DAL,22.12
SF,Cedi Osman (11676173),Cedi Osman,11676173,SF/F/UTIL,4300,LAL@CLE 11/21/2018 08:00PM ET,CLE,22.23
PG,Monte Morris (11676166),Monte Morris,11676166,PG/G/UTIL,4300,DEN@MIN 11/21/2018 08:00PM ET,DEN,20.02
PG,Isaiah Thomas (11676192),Isaiah Thomas,11676192,PG/G/UTIL,4300,DEN@MIN 11/21/2018 08:00PM ET,DEN,0
SG/SF,Jaylen Brown (11676180),Jaylen Brown,11676180,SG/SF/F/G/UTIL,4300,NY@BOS 11/21/2018 07:30PM ET,BOS,19.97
SF/PF,Nemanja Bjelica (11676176),Nemanja Bjelica,11676176,SF/PF/F/UTIL,4300,SAC@UTA 11/21/2018 09:00PM ET,SAC,25.84
PF/C,Dirk Nowitzki (11676162),Dirk Nowitzki,11676162,PF/C/F/UTIL,4300,BKN@DAL 11/21/2018 08:30PM ET,DAL,0
SF/PF,P.J. Tucker (11676169),P.J. Tucker,11676169,SF/PF/F/UTIL,4300,DET@HOU 11/21/2018 08:00PM ET,HOU,21.17
SG/SF,Reggie Bullock (11676185),Reggie Bullock,11676185,SG/SF/F/G/UTIL,4300,DET@HOU 11/21/2018 08:00PM ET,DET,19.25
C,Alex Len (11676190),Alex Len,11676190,C/UTIL,4300,TOR@ATL 11/21/2018 07:30PM ET,ATL,21.71
PF,Dario Saric (11676195),Dario Saric,11676195,PF/F/UTIL,4200,DEN@MIN 11/21/2018 08:00PM ET,MIN,22.98
PG/SG,Trey Burke (11676202),Trey Burke,11676202,PG/SG/G/UTIL,4200,NY@BOS 11/21/2018 07:30PM ET,NY,20.54
PF/C,Dewayne Dedmon (11676198),Dewayne Dedmon,11676198,PF/C/F/UTIL,4200,TOR@ATL 11/21/2018 07:30PM ET,ATL,21.98
SG/SF,Garrett Temple (11676206),Garrett Temple,11676206,SG/SF/F/G/UTIL,4200,MEM@SA 11/21/2018 08:30PM ET,MEM,21.53
SG/SF,Evan Turner (11676229),Evan Turner,11676229,SG/SF/F/G/UTIL,4100,POR@MIL 11/21/2018 08:00PM ET,POR,23.12
C,Cody Zeller (11676211),Cody Zeller,11676211,C/UTIL,4100,IND@CHA 11/21/2018 07:00PM ET,CHA,21.33
SF/PF,Jonas Jerebko (11676242),Jonas Jerebko,11676242,SF/PF/F/UTIL,4100,OKC@GS 11/21/2018 10:30PM ET,GS,17.15
PG/SG,Terry Rozier (11676213),Terry Rozier,11676213,PG/SG/G/UTIL,4100,NY@BOS 11/21/2018 07:30PM ET,BOS,19.21
PF/C,Noah Vonleh (11676222),Noah Vonleh,11676222,PF/C/F/UTIL,4100,NY@BOS 11/21/2018 07:30PM ET,NY,21.98
PG,Emmanuel Mudiay (11676226),Emmanuel Mudiay,11676226,PG/G/UTIL,4100,NY@BOS 11/21/2018 07:30PM ET,NY,18.48
SG/SF,Bogdan Bogdanovic (11676217),Bogdan Bogdanovic,11676217,SG/SF/F/G/UTIL,4100,SAC@UTA 11/21/2018 09:00PM ET,SAC,21.38
PG/SG,Bryn Forbes (11676234),Bryn Forbes,11676234,PG/SG/G/UTIL,4100,MEM@SA 11/21/2018 08:30PM ET,SA,20.94
SF/PF,JaMychal Green (11676238),JaMychal Green,11676238,SF/PF/F/UTIL,4100,MEM@SA 11/21/2018 08:30PM ET,MEM,23.94
SF,Mikal Bridges (11676260),Mikal Bridges,11676260,SF/F/UTIL,4000,PHO@CHI 11/21/2018 08:00PM ET,PHO,15.92
SG,Josh Hart (11676250),Josh Hart,11676250,SG/G/UTIL,4000,LAL@CLE 11/21/2018 08:00PM ET,LAL,22.34
SF/PF,Thaddeus Young (11676256),Thaddeus Young,11676256,SF/PF/F/UTIL,4000,IND@CHA 11/21/2018 07:00PM ET,IND,21.29
SF,Kevin Knox (11676263),Kevin Knox,11676263,SF/F/UTIL,4000,NY@BOS 11/21/2018 07:30PM ET,NY,14.05
PG/SG,Jeremy Lin (11676269),Jeremy Lin,11676269,PG/SG/G/UTIL,4000,TOR@ATL 11/21/2018 07:30PM ET,ATL,18.12
PF/C,Mike Muscala (11676246),Mike Muscala,11676246,PF/C/F/UTIL,4000,NO@PHI 11/21/2018 07:00PM ET,PHI,17.35
PG,Shelvin Mack (11676253),Shelvin Mack,11676253,PG/G/UTIL,4000,MEM@SA 11/21/2018 08:30PM ET,MEM,21.97
PG,Derrick White (11676266),Derrick White,11676266,PG/G/UTIL,4000,MEM@SA 11/21/2018 08:30PM ET,SA,14.86
PG,Cory Joseph (11676281),Cory Joseph,11676281,PG/G/UTIL,3900,IND@CHA 11/21/2018 07:00PM ET,IND,18.96
SF,Miles Bridges (11676289),Miles Bridges,11676289,SF/F/UTIL,3900,IND@CHA 11/21/2018 07:00PM ET,CHA,16.67
PG,Allonzo Trier (11676278),Allonzo Trier,11676278,PG/G/UTIL,3900,NY@BOS 11/21/2018 07:30PM ET,NY,18.65
SG/SF,Allen Crabbe (11676284),Allen Crabbe,11676284,SG/SF/F/G/UTIL,3900,BKN@DAL 11/21/2018 08:30PM ET,BKN,14.09
SG/SF,James Ennis III (11676273),James Ennis III,11676273,SG/SF/F/G/UTIL,3900,DET@HOU 11/21/2018 08:00PM ET,HOU,15.44
SF/PF,Dante Cunningham (11676292),Dante Cunningham,11676292,SF/PF/F/UTIL,3900,MEM@SA 11/21/2018 08:30PM ET,SA,14.66
PG,Isaiah Canaan (11676307),Isaiah Canaan,11676307,PG/G/UTIL,3800,PHO@CHI 11/21/2018 08:00PM ET,PHO,18.62
PG,Ryan Arcidiacono (11676328),Ryan Arcidiacono,11676328,PG/G/UTIL,3800,PHO@CHI 11/21/2018 08:00PM ET,CHI,18.36
PG/SG,George Hill (11676331),George Hill,11676331,PG/SG/G/UTIL,3800,LAL@CLE 11/21/2018 08:00PM ET,CLE,21.48
SF/PF,Sam Dekker (11676335),Sam Dekker,11676335,SF/PF/F/UTIL,3800,LAL@CLE 11/21/2018 08:00PM ET,CLE,14.86
SF/PF,Marvin Williams (11676303),Marvin Williams,11676303,SF/PF/F/UTIL,3800,IND@CHA 11/21/2018 07:00PM ET,CHA,17.80
SF/PF,Trey Lyles (11676299),Trey Lyles,11676299,SF/PF/F/UTIL,3800,DEN@MIN 11/21/2018 08:00PM ET,DEN,20.48
PG/SG,Marcus Smart (11676320),Marcus Smart,11676320,PG/SG/G/UTIL,3800,NY@BOS 11/21/2018 07:30PM ET,BOS,18.35
SF,Dorian Finney-Smith (11676296),Dorian Finney-Smith,11676296,SF/F/UTIL,3800,BKN@DAL 11/21/2018 08:30PM ET,DAL,19.06
SF/PF,DeMarre Carroll (11676310),DeMarre Carroll,11676310,SF/PF/F/UTIL,3800,BKN@DAL 11/21/2018 08:30PM ET,BKN,17
PF/C,Ed Davis (11676324),Ed Davis,11676324,PF/C/F/UTIL,3800,BKN@DAL 11/21/2018 08:30PM ET,BKN,18.60
PG/SG,Langston Galloway (11676314),Langston Galloway,11676314,PG/SG/G/UTIL,3800,DET@HOU 11/21/2018 08:00PM ET,DET,16.36
C,Pau Gasol (11676318),Pau Gasol,11676318,C/UTIL,3800,MEM@SA 11/21/2018 08:30PM ET,SA,21.64
PG,Shaquille Harrison (11676339),Shaquille Harrison,11676339,PG/G/UTIL,3700,PHO@CHI 11/21/2018 08:00PM ET,CHI,19.69
SG/SF,Pat Connaughton (11676360),Pat Connaughton,11676360,SG/SF/F/G/UTIL,3700,POR@MIL 11/21/2018 08:00PM ET,MIL,17.44
PF/C,Kevon Looney (11676369),Kevon Looney,11676369,PF/C/F/UTIL,3700,OKC@GS 11/21/2018 10:30PM ET,GS,16.08
SF,Gary Clark (11676342),Gary Clark,11676342,SF/F/UTIL,3700,DET@HOU 11/21/2018 08:00PM ET,HOU,12.54
PG,Ish Smith (11676345),Ish Smith,11676345,PG/G/UTIL,3700,DET@HOU 11/21/2018 08:00PM ET,DET,19.54
SF/PF,Stanley Johnson (11676365),Stanley Johnson,11676365,SF/PF/F/UTIL,3700,DET@HOU 11/21/2018 08:00PM ET,DET,18.58
SF,OG Anunoby (11676348),OG Anunoby,11676348,SF/F/UTIL,3700,TOR@ATL 11/21/2018 07:30PM ET,TOR,15.73
PG/SG,Patty Mills (11676351),Patty Mills,11676351,PG/SG/G/UTIL,3700,MEM@SA 11/21/2018 08:30PM ET,SA,18.97
SG/SF,Marco Belinelli (11676355),Marco Belinelli,11676355,SG/SF/F/G/UTIL,3700,MEM@SA 11/21/2018 08:30PM ET,SA,17.59
SG/SF,David Nwaba (11676373),David Nwaba,11676373,SG/SF/F/G/UTIL,3600,LAL@CLE 11/21/2018 08:00PM ET,CLE,11.27
PG,Tony Parker (11676395),Tony Parker,11676395,PG/G/UTIL,3600,IND@CHA 11/21/2018 07:00PM ET,CHA,18.95
SG/SF,Andre Iguodala (11676390),Andre Iguodala,11676390,SG/SF/F/G/UTIL,3600,OKC@GS 11/21/2018 10:30PM ET,GS,15.11
